Avg.Latency,Avg.Packetloss,misc_fact1,misc_fact2,misc_fact3,misc_fact4,misc_fact5,sw_fact1,sw_fact2,sw_fact3,sw_fact4,Domain Regn. date,Domain Existance date,Orgn.Regn.date,Avg.Throughput,hw_fact1,hw_fact2,hw_fact3,Sum_Desc
209,0.863779089487217,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2015-10-09,2016-03-05,2015-07-19,161.227195187048,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
451,0.758448280128254,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2011-02-25,2012-06-20,2010-03-31,12.814526039312,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
201,1.87861367088537,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-07-26,2019-01-23,2015-09-01,161.664887770875,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
340,0.909414364468937,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-02-19,2007-09-01,2006-02-14,49.3442789815729,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
760,0.090477150803562,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-11-11,2005-08-10,2003-08-21,105.957685542326,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
451,0.853945465311822,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2001-12-08,2002-12-30,2000-12-04,42.6306337448068,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
274,0.957738459735023,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2004-04-19,2005-01-05,2003-12-29,57.0756935288275,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
690,0.499619929918872,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2007-10-07,2008-05-07,2006-06-03,83.3268411489281,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
514,0.200504759400314,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-01-07,2004-09-19,2001-07-26,104.474504894926,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
27,2.40922690489651,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2000-05-15,2001-12-11,1999-10-15,38.0130207629196,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,NoAnomaly
204,0.934048714694004,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-06-20,2011-05-05,2008-03-26,90.1036321303016,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
230,0.11866551001659,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2008-02-25,2009-12-07,2006-08-29,96.7698568783131,Hardwarecompatiability,GoodRouter,ManyDevices,AnomMostLikely
57,1.46435570267292,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2012-06-16,2013-02-28,2010-09-23,98.683355054789,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
760,0.772496398393252,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,1998-07-31,2000-03-17,1998-06-19,155.982550093831,Hardwarecompatiability,GoodRouter,ManyDevices,NoAnomaly
730,1.26150209527583,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2014-05-18,2016-01-05,2013-10-09,80.5109268140112,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomMostLikely
285,0.212313097143327,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2001-02-13,2002-08-03,2000-12-19,101.547160460898,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
533,1.84032394529819,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2012-08-10,2013-12-06,2012-07-06,48.8020183451717,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
442,1.95743559647816,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2015-09-21,2015-11-03,2015-04-01,47.6032544730897,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
167,1.58110507874943,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2009-01-25,2009-09-30,2007-09-27,118.209012791852,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
522,1.07296450285009,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-06-23,2008-11-28,2005-08-05,30.2386862079648,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
157,2.96030242524223,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2013-11-02,2014-07-11,2012-01-29,141.554288637079,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
259,0.283935021153848,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2007-10-25,2008-12-27,2007-08-28,24.904129334419,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
305,2.06715697518301,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2001-06-20,2002-08-23,2001-01-05,148.27613860484,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
384,1.40800742141939,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2006-02-15,2006-08-25,2005-05-19,23.5169164244208,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
141,0.022941061762459,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2002-10-29,2004-06-21,2001-03-01,107.21831310482,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
636,2.77939859782766,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-05-17,2006-10-07,2004-12-27,66.6761162016246,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
601,2.95645702676915,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2013-03-24,2013-06-22,2011-11-15,139.159862626403,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
662,0.196497117409876,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2016-03-19,2017-11-25,2014-11-24,100.505213383419,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
342,1.7148532443422,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2007-02-22,2007-07-10,2005-07-08,23.651576041595,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
615,0.842375731943562,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2015-10-13,2017-09-01,2015-06-26,22.3773383203338,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
510,0.519192181892144,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2004-10-16,2006-08-26,2004-07-20,75.8222749982885,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
492,0.103515211244307,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1999-06-30,1999-11-26,1998-06-27,166.216197684544,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
391,2.76294454931132,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-02-10,2008-08-22,2006-11-21,182.567206975768,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
520,0.851269345193035,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-04-08,2009-07-15,2008-05-13,39.0825723177138,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
223,2.78090334380941,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2016-08-06,2017-09-06,2016-03-03,16.7346784017952,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
355,0.434943181987204,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2015-01-17,2015-09-21,2014-10-08,137.053003685161,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
608,1.24066673157012,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2009-09-04,2011-07-19,2009-04-25,60.3535913539004,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
248,1.22273760679446,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2011-11-04,2012-12-31,2010-08-22,103.594226238126,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
623,0.212932219804784,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-12-20,2015-11-24,2013-02-04,38.0173496634411,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
728,0.374190616923181,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2000-01-22,2000-03-08,1999-04-29,107.57667435407,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
56,2.55570993127892,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2016-05-29,2017-12-08,2015-11-17,43.6741660141501,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
658,0.235675202209412,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2016-12-09,2017-10-17,2016-09-05,28.7942673379252,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
316,1.54534227356089,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2003-10-10,2005-05-12,2001-11-29,108.353300188322,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
637,1.17063226924152,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2007-05-30,2008-08-04,2006-07-15,128.297031884819,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
299,1.78192175226578,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2009-01-28,2009-05-06,2008-10-04,165.964844383683,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
679,1.48010769799065,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2011-04-02,2012-12-02,2009-09-08,76.2822555607711,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
797,0.301388346405418,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2006-07-29,2008-06-08,2005-04-03,28.4746980599829,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
482,1.12531261171671,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2001-09-28,2002-09-03,2000-08-23,64.0020447374873,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
152,2.1459495368935,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2015-11-24,2017-09-02,2015-09-13,25.8393690865121,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
653,0.631999962065274,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2010-03-07,2010-04-06,2009-03-18,24.9567371158996,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
99,1.42267988606044,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2011-05-02,2011-05-30,2009-07-01,84.9787936184055,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
476,2.90753831703284,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2008-07-09,2009-07-03,2007-04-10,80.6864931744127,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
245,0.083034280549376,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2007-05-06,2008-03-02,2006-04-03,55.1604601415683,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
489,2.01220744828779,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2015-10-14,2017-06-03,2015-09-19,111.335356219213,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
665,1.27814534090047,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2012-05-03,2013-05-30,2010-11-25,41.9618925641243,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
500,1.90004427916716,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2018-01-19,2018-09-13,2016-11-20,90.5326007982038,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
653,2.40197042696123,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-06-05,2012-03-09,2010-08-31,103.740241456492,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
667,2.69813295923843,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2015-02-16,2015-12-22,2014-02-25,52.6445432507307,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
389,0.446327273722343,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1998-04-09,1999-05-12,1998-01-18,82.6199001250738,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
519,2.01604646717478,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2018-06-06,2020-01-06,2017-01-10,149.645248082969,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
237,1.87267141003506,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2003-12-05,2004-02-09,2002-06-19,43.3122638506484,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
421,2.7229657870233,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2013-02-17,2014-11-25,2011-12-25,18.0090746766311,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
161,0.671417792281102,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2004-04-19,2004-09-24,2003-03-21,134.546354652748,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
216,0.947699901284741,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2018-04-27,2019-02-10,2016-10-10,34.0935632974982,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
713,2.18947481664436,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2011-09-04,2012-05-04,2011-05-09,28.590409791911,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
781,2.80912526599121,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2018-05-02,2019-12-19,2016-07-27,110.626399215522,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
137,1.40203645397957,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2004-05-15,2005-04-11,2003-01-03,112.018388405616,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
154,2.64479470952701,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-09-26,2000-12-26,1999-11-04,115.466050195191,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
291,0.810921446749532,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2002-01-23,2003-01-30,2001-11-08,91.2054301267245,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
350,0.150632229683976,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2017-09-04,2019-05-13,2017-04-14,81.1744120135784,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
116,2.07699842976524,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2004-12-30,2006-07-29,2004-12-28,53.2427391219365,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
167,1.21731831662638,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2015-05-30,2016-12-02,2015-02-22,101.084596454165,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
522,1.39651496770618,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2012-06-16,2013-09-30,2011-01-26,109.167200210989,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
555,0.338351230996759,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2002-06-25,2002-09-26,2002-03-05,107.169338200489,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
483,2.2073092935854,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2008-06-15,2008-09-10,2008-05-11,60.6201801687839,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
407,1.30246617163109,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2010-08-10,2012-02-01,2009-11-13,97.1602306298265,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
410,0.348694341240253,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2014-08-17,2015-04-02,2013-12-09,114.920102524416,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
797,0.073875053778851,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-06-23,2005-03-19,2002-03-22,75.4933365704837,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
278,0.482085242859481,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2011-04-27,2011-09-12,2009-08-12,120.436062006478,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,NoAnomaly
210,0.374716252853822,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2013-04-02,2015-01-05,2012-10-08,60.2943097045861,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
399,0.372795805743402,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2008-07-01,2008-12-28,2007-11-12,29.2687342062314,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
218,1.75212867575315,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-07-16,2016-03-09,2014-05-06,50.1258508230151,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
81,2.35313809862325,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2005-04-21,2007-01-12,2005-02-06,61.4165883093702,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
622,2.6852213377456,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-07-22,2006-09-04,2005-05-22,93.1293349917284,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
430,0.408444628892783,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-09-03,2001-01-10,1998-11-02,34.2564710064845,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
178,0.264080975644353,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2008-05-28,2008-07-25,2007-11-03,110.668380884852,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
570,2.68455283239682,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2001-05-22,2002-11-21,1999-10-29,73.156357785337,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
469,0.830509326342229,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-10-07,2006-05-16,2003-12-21,68.0894664577808,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
589,2.85218373678535,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2012-07-16,2013-02-24,2011-08-09,46.8589406233472,HardwareIncompatiability,GoodRouter,ReasonableDevices,NoAnomaly
340,0.347488717856073,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2014-04-18,2015-12-29,2013-08-31,135.365979527528,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
